status,seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price
1,4,owner,48,44,married,no_rec,freelance,60,250.0,40000.0,9300.0,700,1111
0,1,owner,60,55,married,no_rec,other,45,129.0,3000.0,0.0,970,1264
1,0,rent,60,32,married,no_rec,freelance,90,0.0,0.0,0.0,1600,1692
1,1,0,48,26,single,no_rec,partime,35,116.0,2000.0,0.0,1100,1123
0,9,owner,60,33,married,no_rec,fixed,75,88.0,2500.0,0.0,1000,1386
0,11,rent,24,27,married,no_rec,partime,72,120.0,0.0,0.0,900,1395
1,2,rent,60,24,married,no_rec,fixed,70,100.0,0.0,0.0,900,1127
0,0,owner,60,29,married,no_rec,fixed,60,100.0,5000.0,0.0,800,960
1,1,parents,60,20,single,no_rec,freelance,35,113.0,13000.0,0.0,1500,2179
0,20,owner,36,46,married,yes_rec,freelance,105,80.0,9000.0,0.0,850,886
0,30,owner,60,62,married,no_rec,fixed,60,150.0,3200.0,400.0,800,1314
1,0,0,36,49,married,yes_rec,freelance,75,0.0,0.0,0.0,2400,2800
0,2,parents,60,27,single,no_rec,fixed,35,71.0,3500.0,0.0,600,960
1,1,rent,60,52,divorced,no_rec,fixed,55,99.0,0.0,0.0,750,873
0,2,0,36,26,single,no_rec,fixed,35,63.0,0.0,0.0,300,1111
1,5,owner,60,43,married,yes_rec,freelance,75,166.0,7000.0,700.0,1000,1040
0,15,parents,60,34,married,no_rec,fixed,45,108.0,0.0,0.0,1000,1995
0,15,rent,60,37,married,no_rec,fixed,58,134.0,500.0,0.0,900,1333
0,5,rent,36,37,married,no_rec,fixed,74,138.0,0.0,0.0,900,1358
0,3,owner,48,39,married,no_rec,fixed,60,110.0,3000.0,0.0,1270,1613
0,2,owner,60,26,married,no_rec,fixed,45,160.0,3500.0,0.0,1300,1855
0,2,owner,60,34,married,no_rec,fixed,60,176.0,4000.0,450.0,1800,2271
1,1,parents,60,30,separated,no_rec,partime,35,70.0,0.0,0.0,925,925
0,4,rent,60,26,married,no_rec,fixed,51,60.0,0.0,0.0,1750,1950
0,20,0,6,58,married,yes_rec,fixed,45,130.0,0.0,0.0,500,2058
0,1,parents,60,36,single,no_rec,fixed,35,176.0,0.0,0.0,1100,1600
0,13,owner,60,40,married,no_rec,fixed,90,130.0,3000.0,0.0,800,860
0,7,owner,36,49,widow,no_rec,fixed,35,108.0,12000.0,0.0,350,875
0,15,owner,60,55,married,no_rec,freelance,60,0.0,6500.0,3650.0,1200,1710
0,1,owner,60,25,married,no_rec,freelance,60,150.0,10000.0,2000.0,1000,1260
0,6,rent,36,33,married,no_rec,fixed,108,183.0,0.0,0.0,950,1705
0,18,rent,60,38,married,no_rec,fixed,56,108.0,0.0,0.0,1000,1307
0,15,0,36,38,married,yes_rec,freelance,90,200.0,6000.0,0.0,1550,1982
0,11,rent,12,33,married,no_rec,fixed,78,180.0,0.0,0.0,300,1479
1,0,parents,48,22,single,yes_rec,0,45,0.0,0.0,0.0,1000,1449
0,15,rent,60,42,married,no_rec,fixed,58,130.0,0.0,0.0,1000,1308
1,1,rent,48,47,married,no_rec,fixed,74,140.0,0.0,0.0,2000,2201
0,0,owner,60,25,married,no_rec,fixed,75,141.0,3500.0,0.0,1250,1350
0,17,owner,48,42,married,no_rec,fixed,60,127.0,3500.0,0.0,700,1386
0,21,owner,48,52,married,no_rec,fixed,60,117.0,3000.0,0.0,1650,2276
0,13,rent,36,36,married,yes_rec,fixed,88,130.0,0.0,0.0,400,1608
0,5,owner,60,28,married,yes_rec,freelance,75,240.0,3000.0,0.0,1300,1585
0,18,parents,60,33,single,yes_rec,fixed,35,425.0,0.0,0.0,900,1320
0,10,owner,60,46,married,yes_rec,freelance,75,800.0,25000.0,2050.0,2600,3190
0,3,parents,60,22,single,no_rec,fixed,35,80.0,0.0,0.0,1000,1500
0,1,rent,60,22,single,no_rec,fixed,45,95.0,0.0,0.0,1250,1571
1,3,owner,60,23,single,no_rec,partime,35,71.0,1500.0,0.0,1150,1386
0,8,0,60,29,married,no_rec,fixed,45,135.0,0.0,0.0,1400,1680
0,4,parents,36,29,single,no_rec,fixed,35,47.0,0.0,0.0,400,450
0,10,parents,12,37,married,no_rec,fixed,90,250.0,3000.0,0.0,240,1488
0,3,0,12,30,single,no_rec,freelance,35,150.0,0.0,0.0,920,1396
0,29,owner,48,52,married,no_rec,fixed,60,118.0,6500.0,0.0,750,1255
0,12,owner,48,46,married,no_rec,fixed,60,130.0,6000.0,0.0,1480,1883
0,15,owner,36,51,married,no_rec,fixed,45,125.0,4000.0,200.0,375,375
0,5,rent,60,28,married,no_rec,freelance,77,171.0,0.0,0.0,2500,3070
0,0,owner,36,33,married,no_rec,fixed,45,265.0,2500.0,1100.0,1400,2189
0,10,rent,60,39,single,no_rec,freelance,45,100.0,0.0,0.0,1450,1692
1,4,rent,60,33,married,no_rec,freelance,82,69.0,0.0,0.0,2000,2216
0,12,owner,48,40,married,no_rec,fixed,75,293.0,4000.0,0.0,1298,1298
0,13,priv,24,59,widow,no_rec,fixed,35,87.0,1200.0,0.0,425,750
0,16,owner,60,32,married,no_rec,fixed,45,110.0,6000.0,2000.0,1400,1830
0,2,owner,60,45,married,no_rec,freelance,75,75.0,2500.0,0.0,1100,1242
1,3,0,48,38,married,no_rec,freelance,75,40.0,3500.0,0.0,600,882
0,4,owner,60,26,married,no_rec,fixed,45,140.0,3500.0,1500.0,600,1137
1,0,rent,24,29,married,no_rec,freelance,60,0.0,0.0,0.0,275,275
1,0,parents,36,21,single,no_rec,partime,45,161.0,2500.0,0.0,580,580
0,2,parents,6,31,single,no_rec,fixed,35,70.0,0.0,0.0,850,1403
0,18,owner,36,32,married,no_rec,fixed,75,65.0,2500.0,0.0,700,957
0,4,0,24,40,married,no_rec,partime,60,66.0,0.0,0.0,1300,1300
1,4,rent,48,29,married,yes_rec,fixed,42,73.0,0.0,0.0,579,1097
0,7,rent,36,33,married,no_rec,freelance,78,178.0,0.0,0.0,700,1033
0,0,parents,60,29,separated,no_rec,partime,35,140.0,0.0,0.0,763,913
1,2,owner,60,57,single,no_rec,freelance,35,50.0,15000.0,0.0,960,962
1,2,owner,60,23,married,no_rec,fixed,45,78.0,5000.0,6300.0,1075,1123
1,10,owner,36,36,married,no_rec,freelance,75,0.0,10000.0,0.0,1000,1400
0,11,owner,60,38,married,no_rec,freelance,60,350.0,7500.0,0.0,1500,1800
0,1,rent,48,45,married,no_rec,fixed,59,140.0,0.0,0.0,1800,1980
0,2,owner,36,51,married,no_rec,partime,75,125.0,4500.0,0.0,600,989
0,22,rent,48,42,married,yes_rec,fixed,102,121.0,0.0,0.0,1000,1250
0,0,owner,60,22,single,no_rec,partime,35,155.0,6500.0,0.0,1100,1646
0,2,priv,48,26,single,no_rec,fixed,35,133.0,3000.0,0.0,1000,1114
0,20,owner,60,51,married,no_rec,fixed,75,117.0,2000.0,0.0,1000,1365
1,1,parents,36,33,single,no_rec,fixed,35,125.0,0.0,0.0,600,1600
0,5,priv,48,43,married,yes_rec,fixed,75,136.0,2500.0,500.0,940,1133
0,3,owner,12,32,married,no_rec,freelance,75,25.0,3600.0,1800.0,100,550
1,11,rent,36,52,married,no_rec,fixed,93,176.0,0.0,0.0,350,350
0,20,0,12,65,married,yes_rec,freelance,45,430.0,70000.0,0.0,1000,1321
1,1,rent,60,32,married,no_rec,fixed,88,125.0,0.0,0.0,1200,1225
0,8,owner,60,29,widow,no_rec,fixed,35,79.0,4000.0,0.0,850,950
1,1,rent,36,25,married,yes_rec,partime,69,92.0,0.0,0.0,475,550
0,0,parents,60,22,married,no_rec,fixed,45,176.0,0.0,0.0,1150,1277
1,2,priv,60,53,married,no_rec,fixed,75,85.0,7000.0,0.0,1050,1172
0,1,owner,24,47,married,no_rec,fixed,90,188.0,9000.0,0.0,700,1318
0,2,rent,48,34,married,no_rec,freelance,75,300.0,0.0,0.0,1700,2185
1,1,parents,60,23,single,no_rec,fixed,35,100.0,0.0,0.0,1500,2610
0,13,rent,60,54,married,no_rec,fixed,57,120.0,0.0,0.0,1000,1257
0,1,parents,12,22,single,no_rec,partime,35,60.0,0.0,0.0,100,600
1,1,rent,48,46,married,no_rec,fixed,103,125.0,1500.0,0.0,1100,1408
0,19,owner,12,42,married,no_rec,fixed,90,464.0,5000.0,0.0,1100,2413
0,5,parents,60,45,married,yes_rec,fixed,35,176.0,0.0,0.0,1000,1388
0,19,parents,60,49,single,no_rec,fixed,35,90.0,0.0,0.0,1600,1636
0,8,owner,60,28,married,no_rec,freelance,60,200.0,9000.0,0.0,750,850
0,1,parents,24,22,single,no_rec,fixed,35,415.0,0.0,0.0,700,1757
0,11,owner,60,27,married,no_rec,fixed,45,318.0,8000.0,3300.0,1350,1600
0,6,owner,18,33,single,no_rec,fixed,35,163.0,6000.0,0.0,1200,2022
1,4,rent,60,52,married,no_rec,fixed,97,72.0,0.0,0.0,1200,1200
0,2,owner,60,34,married,no_rec,fixed,45,156.0,5000.0,198.0,1550,1550
1,0,owner,36,43,widow,no_rec,other,35,49.0,2000.0,0.0,400,710
0,8,owner,60,40,married,no_rec,fixed,75,110.0,3000.0,0.0,950,1286
0,3,owner,60,31,married,no_rec,fixed,45,140.0,5500.0,1200.0,900,1400
0,2,owner,36,31,married,no_rec,freelance,60,92.0,2500.0,850.0,600,1638
1,4,rent,60,27,widow,yes_rec,freelance,35,0.0,0.0,0.0,1700,1700
0,6,owner,24,42,married,no_rec,partime,60,145.0,3000.0,0.0,500,1850
0,2,parents,60,35,married,no_rec,fixed,75,104.0,0.0,0.0,1200,1677
0,4,owner,36,42,married,yes_rec,freelance,75,400.0,12000.0,0.0,1500,1900
0,0,owner,48,24,married,no_rec,partime,45,95.0,5000.0,0.0,1000,1601
0,5,owner,6,31,married,no_rec,freelance,60,150.0,5000.0,0.0,300,1200
0,1,parents,12,53,single,no_rec,fixed,35,160.0,0.0,0.0,250,1456
0,14,owner,60,59,married,no_rec,fixed,60,177.0,10000.0,0.0,1450,1456
0,12,owner,48,38,married,no_rec,fixed,60,85.0,3000.0,0.0,500,960
1,6,rent,36,49,married,yes_rec,freelance,113,380.0,0.0,0.0,1000,1337
0,13,owner,60,42,married,no_rec,fixed,60,107.0,4000.0,0.0,1000,1359
0,0,owner,36,54,married,no_rec,other,45,134.0,2500.0,0.0,625,801
1,2,rent,60,24,single,no_rec,fixed,35,0.0,0.0,0.0,850,989
0,21,rent,60,39,married,no_rec,fixed,124,191.0,2000.0,0.0,2000,2536
1,0,owner,60,48,married,no_rec,partime,75,100.0,7000.0,0.0,1000,1129
0,2,parents,36,20,single,no_rec,fixed,35,110.0,0.0,0.0,500,1314
1,5,0,48,32,married,yes_rec,fixed,45,225.0,0.0,0.0,1000,1812
0,15,parents,60,51,married,yes_rec,fixed,60,100.0,0.0,0.0,300,1742
0,35,owner,48,54,married,no_rec,fixed,60,217.0,5000.0,0.0,1250,1455
1,3,0,36,40,married,yes_rec,fixed,75,176.0,0.0,0.0,950,1150
0,3,owner,24,29,married,no_rec,fixed,45,254.0,6000.0,800.0,500,1900
1,3,0,60,27,married,no_rec,fixed,90,126.0,4000.0,0.0,1400,1800
0,0,owner,60,57,married,no_rec,freelance,45,200.0,3500.0,0.0,950,1070
1,1,0,60,36,married,no_rec,fixed,60,101.0,0.0,0.0,850,1098
1,10,parents,60,31,married,no_rec,fixed,60,119.0,0.0,0.0,1600,1750
0,0,owner,48,22,single,no_rec,fixed,35,152.0,4000.0,0.0,1210,1325
1,0,parents,48,40,married,no_rec,partime,90,113.0,3500.0,0.0,600,710
0,18,0,36,54,married,no_rec,fixed,75,119.0,0.0,0.0,300,1268
1,0,rent,60,39,single,yes_rec,fixed,35,0.0,0.0,0.0,2350,2679
0,8,parents,60,26,single,no_rec,freelance,35,75.0,7000.0,0.0,850,989
0,21,rent,60,36,married,no_rec,fixed,83,80.0,0.0,0.0,1220,1505
1,0,parents,36,22,married,no_rec,partime,60,137.0,0.0,0.0,700,900
0,4,priv,36,26,married,no_rec,fixed,45,107.0,3000.0,0.0,700,700
1,5,owner,60,36,married,no_rec,freelance,90,62.0,3000.0,0.0,650,1295
1,5,owner,60,36,married,no_rec,freelance,90,62.0,3000.0,0.0,650,1295
0,19,rent,60,37,married,yes_rec,fixed,88,125.0,0.0,0.0,750,970
1,4,rent,60,28,married,no_rec,fixed,79,190.0,4000.0,0.0,1250,1250
0,12,owner,24,56,married,yes_rec,fixed,60,124.0,1000.0,0.0,500,1495
1,3,owner,36,35,married,yes_rec,partime,60,144.0,3000.0,0.0,475,690
1,0,owner,60,31,married,yes_rec,fixed,45,184.0,3500.0,0.0,1550,1679
0,5,parents,24,26,single,no_rec,freelance,35,100.0,0.0,0.0,800,2450
0,10,owner,12,34,married,no_rec,fixed,75,80.0,4500.0,3500.0,300,1600
0,2,rent,60,36,married,no_rec,fixed,58,129.0,0.0,0.0,1125,1575
0,3,owner,24,29,married,no_rec,fixed,60,225.0,9000.0,0.0,600,980
0,13,owner,48,33,married,no_rec,fixed,75,191.0,8000.0,2000.0,1400,1602
0,2,rent,24,28,married,no_rec,fixed,75,150.0,0.0,0.0,512,1255
0,5,priv,60,24,married,no_rec,fixed,45,127.0,2000.0,0.0,1000,1282
1,43,owner,60,57,married,yes_rec,fixed,45,283.0,8000.0,0.0,900,1168
0,15,parents,60,34,single,no_rec,fixed,45,195.0,17000.0,0.0,1200,1200
0,2,owner,36,38,married,no_rec,fixed,45,114.0,3600.0,0.0,650,1100
0,0,rent,60,29,single,no_rec,fixed,35,0.0,0.0,0.0,1550,1700
1,0,rent,60,36,married,yes_rec,fixed,85,100.0,0.0,0.0,1100,1256
0,0,rent,36,29,single,no_rec,partime,46,113.0,0.0,0.0,1100,1110
0,9,owner,60,47,married,no_rec,freelance,75,178.0,50000.0,0.0,1850,1852
0,15,owner,48,53,married,no_rec,freelance,75,100.0,17000.0,0.0,500,1114
1,3,rent,36,32,single,no_rec,freelance,35,0.0,0.0,0.0,950,1350
0,10,owner,60,34,married,yes_rec,fixed,60,310.0,3000.0,0.0,1600,1849
1,2,0,60,21,single,no_rec,fixed,35,86.0,0.0,0.0,1400,1600
0,10,0,36,32,single,no_rec,fixed,35,139.0,0.0,0.0,1100,2471
0,0,owner,60,32,single,no_rec,partime,35,94.0,7500.0,0.0,1350,1583
0,1,rent,36,24,married,no_rec,fixed,59,135.0,0.0,0.0,650,1136
0,23,priv,60,51,married,yes_rec,fixed,45,110.0,2500.0,0.0,800,1343
0,3,owner,48,29,married,no_rec,fixed,45,145.0,3500.0,0.0,700,1104
0,4,parents,54,38,divorced,no_rec,fixed,35,53.0,0.0,0.0,850,1129
0,18,owner,42,38,married,no_rec,freelance,75,229.0,8000.0,0.0,1700,1850
1,12,owner,60,47,married,yes_rec,freelance,75,285.0,20000.0,0.0,1440,1440
0,2,rent,12,34,married,no_rec,freelance,69,240.0,0.0,0.0,500,700
0,8,parents,60,22,single,no_rec,fixed,35,86.0,8000.0,0.0,1200,1214
1,24,priv,60,46,married,no_rec,fixed,60,165.0,3500.0,1300.0,1400,1530
0,14,owner,60,39,married,no_rec,fixed,105,129.0,3500.0,1200.0,750,1888
0,2,parents,60,28,married,no_rec,fixed,60,131.0,6000.0,0.0,1250,1346
0,6,other,12,25,single,no_rec,fixed,35,69.0,0.0,0.0,500,1275
0,9,rent,60,39,married,no_rec,fixed,57,123.0,0.0,0.0,1000,1194
1,6,rent,48,53,separated,yes_rec,fixed,56,208.0,0.0,0.0,1200,1479
0,23,owner,60,49,married,no_rec,fixed,60,133.0,2000.0,0.0,1000,1755
0,3,owner,24,46,married,no_rec,freelance,75,500.0,14000.0,0.0,500,1095
0,0,parents,36,56,married,yes_rec,fixed,35,102.0,6000.0,0.0,1000,1606
0,15,owner,48,33,married,no_rec,fixed,75,150.0,3000.0,0.0,1000,1670
0,0,parents,60,30,married,no_rec,fixed,75,100.0,5000.0,0.0,1350,1896
0,1,rent,18,26,single,no_rec,fixed,46,110.0,0.0,0.0,500,600
0,1,owner,60,34,married,no_rec,freelance,60,0.0,11000.0,0.0,1400,1500
0,16,rent,60,36,single,yes_rec,fixed,47,120.0,5500.0,1700.0,1650,1852
1,2,parents,24,37,single,no_rec,fixed,35,78.0,0.0,0.0,800,1298
0,12,owner,60,26,married,no_rec,fixed,60,187.0,6000.0,1000.0,1100,1175
0,25,owner,60,62,married,no_rec,freelance,60,428.0,22000.0,0.0,1900,1994
0,3,rent,60,41,married,no_rec,other,51,60.0,0.0,0.0,750,818
1,4,owner,60,37,married,no_rec,fixed,75,116.0,3000.0,575.0,950,950
0,2,owner,36,32,married,no_rec,fixed,75,114.0,5000.0,0.0,1000,1853
0,4,owner,48,32,married,no_rec,fixed,45,208.0,6500.0,5000.0,1000,1323
0,16,owner,60,31,married,no_rec,fixed,75,123.0,4000.0,0.0,700,1698
1,0,rent,48,28,married,no_rec,partime,66,64.0,0.0,0.0,1100,1365
0,10,owner,48,37,married,no_rec,fixed,75,350.0,7000.0,0.0,1000,1628
1,3,parents,36,21,single,no_rec,fixed,35,85.0,0.0,0.0,105,105
0,5,rent,24,31,married,no_rec,fixed,84,90.0,0.0,0.0,400,2230
0,16,rent,60,36,married,no_rec,fixed,100,250.0,0.0,0.0,1250,1816
0,17,owner,60,34,married,no_rec,fixed,75,173.0,4000.0,1600.0,933,964
1,1,rent,36,25,single,no_rec,fixed,49,135.0,0.0,0.0,600,675
0,20,0,60,36,married,no_rec,fixed,75,210.0,0.0,0.0,1330,1330
0,7,rent,60,47,married,no_rec,fixed,53,80.0,0.0,0.0,1350,1612
0,3,priv,6,24,single,no_rec,fixed,35,173.0,4800.0,0.0,475,1323
0,13,owner,60,28,married,no_rec,fixed,60,130.0,5000.0,1500.0,900,1281
0,10,owner,36,32,married,no_rec,fixed,75,112.0,5000.0,3600.0,400,830
1,2,rent,60,35,married,yes_rec,fixed,52,70.0,0.0,0.0,1000,1000
1,4,parents,36,28,single,no_rec,fixed,35,116.0,0.0,0.0,925,1350
0,3,owner,48,26,married,no_rec,fixed,45,165.0,4000.0,600.0,950,1490
0,13,owner,36,60,married,no_rec,freelance,60,116.0,4000.0,0.0,1000,1100
0,2,owner,24,57,married,no_rec,other,45,25.0,2500.0,0.0,400,1034
0,2,parents,36,34,separated,no_rec,fixed,35,130.0,4000.0,0.0,500,550
1,2,rent,60,57,married,no_rec,other,50,52.0,1800.0,0.0,800,866
1,0,0,24,46,single,yes_rec,fixed,35,78.0,0.0,0.0,550,550
0,1,owner,60,28,married,no_rec,other,45,148.0,4500.0,0.0,1300,1695
1,0,owner,60,44,married,no_rec,other,60,0.0,25000.0,0.0,850,972
0,12,rent,36,35,married,yes_rec,freelance,82,74.0,8000.0,0.0,475,550
0,1,rent,60,21,single,no_rec,fixed,49,138.0,0.0,0.0,950,984
1,0,owner,36,45,married,yes_rec,other,90,155.0,5000.0,0.0,300,1012
0,5,rent,48,31,married,no_rec,fixed,70,247.0,0.0,0.0,900,1039
0,1,parents,48,27,single,no_rec,freelance,35,85.0,0.0,0.0,650,650
0,0,owner,12,59,married,no_rec,freelance,45,42.0,4000.0,0.0,400,790
0,17,ignore,60,55,married,no_rec,fixed,60,157.0,8000.0,0.0,1600,1600
0,4,owner,60,36,married,yes_rec,fixed,75,236.0,3750.0,2000.0,1500,1615
0,15,rent,60,41,married,no_rec,fixed,74,137.0,0.0,0.0,1000,1450
0,28,owner,36,51,married,no_rec,freelance,60,152.0,10000.0,0.0,500,635
1,1,priv,60,35,married,no_rec,freelance,35,0.0,3000.0,0.0,1400,1411
0,3,parents,60,33,single,no_rec,fixed,35,167.0,10000.0,0.0,2000,2250
1,0,rent,48,39,married,yes_rec,fixed,153,330.0,0.0,0.0,1000,1260
0,7,rent,60,34,single,no_rec,fixed,60,250.0,9200.0,0.0,1500,1594
1,1,parents,36,22,single,no_rec,fixed,35,80.0,8000.0,0.0,490,690
0,4,owner,36,25,single,no_rec,fixed,35,200.0,5000.0,0.0,900,1139
0,35,owner,48,55,married,no_rec,freelance,60,84.0,13000.0,0.0,1390,1390
0,19,owner,60,33,married,no_rec,fixed,75,200.0,10000.0,1620.0,1000,1671
0,6,owner,60,28,married,no_rec,fixed,60,187.0,5000.0,0.0,1500,2180
0,1,owner,60,24,single,no_rec,fixed,35,70.0,4000.0,0.0,1200,1505
0,12,owner,60,38,married,no_rec,fixed,75,120.0,5000.0,0.0,1100,1172
0,0,owner,60,30,married,no_rec,fixed,45,80.0,2000.0,200.0,1000,1331
1,15,rent,24,47,married,yes_rec,freelance,79,41.0,7000.0,0.0,1200,2257
1,3,rent,60,31,married,yes_rec,fixed,81,57.0,0.0,0.0,1400,1475
1,5,parents,36,26,single,no_rec,freelance,35,0.0,5000.0,3000.0,1200,2140
0,0,parents,48,21,single,no_rec,fixed,35,70.0,0.0,0.0,1250,1365
1,0,rent,48,27,married,no_rec,freelance,70,250.0,0.0,0.0,860,970
0,5,owner,60,65,married,no_rec,other,45,222.0,12000.0,0.0,600,1264
0,14,owner,60,56,married,yes_rec,freelance,75,150.0,0.0,0.0,1000,1104
0,10,owner,48,41,single,no_rec,fixed,35,175.0,3000.0,0.0,750,1128
0,3,rent,36,25,single,no_rec,fixed,49,138.0,0.0,0.0,900,1717
0,4,parents,36,27,married,no_rec,fixed,45,72.0,0.0,0.0,350,1426
1,0,owner,60,62,married,yes_rec,other,90,136.0,2650.0,0.0,600,790
1,10,owner,60,42,married,no_rec,freelance,90,40.0,5000.0,1600.0,2000,2550
0,2,parents,60,25,single,no_rec,freelance,45,130.0,8500.0,0.0,1100,1380
1,1,parents,60,34,married,no_rec,fixed,75,190.0,0.0,0.0,700,719
0,2,owner,60,24,married,no_rec,fixed,60,243.0,2500.0,1980.0,1250,1451
0,2,rent,60,26,married,yes_rec,fixed,70,98.0,0.0,0.0,1100,1240
1,0,parents,24,21,single,yes_rec,partime,35,126.0,0.0,0.0,1150,1586
1,10,owner,48,35,married,no_rec,partime,75,55.0,4000.0,0.0,1500,1786
1,1,owner,60,49,married,no_rec,partime,105,88.0,2000.0,0.0,850,1149
1,1,owner,60,35,single,no_rec,partime,35,181.0,4500.0,0.0,1600,1912
1,14,priv,60,33,married,yes_rec,fixed,90,77.0,3400.0,0.0,1500,1813
1,4,parents,36,27,separated,yes_rec,fixed,35,110.0,0.0,0.0,300,550
0,17,owner,60,35,married,no_rec,fixed,60,125.0,4000.0,0.0,1080,1428
0,4,owner,60,27,married,no_rec,freelance,60,225.0,14500.0,1200.0,700,2273
0,2,rent,36,35,single,no_rec,fixed,42,74.0,0.0,0.0,950,1000
0,11,owner,18,37,married,no_rec,fixed,45,115.0,20000.0,0.0,600,1200
0,1,rent,48,64,married,no_rec,other,74,137.0,3500.0,0.0,600,927
0,14,owner,36,34,widow,no_rec,fixed,45,202.0,6500.0,0.0,350,800
0,2,owner,48,37,married,no_rec,fixed,75,135.0,18000.0,0.0,1000,1062
0,5,owner,48,43,married,no_rec,freelance,45,145.0,5000.0,0.0,680,1350
1,6,rent,36,49,married,no_rec,other,65,54.0,0.0,0.0,450,615
0,11,owner,12,51,married,no_rec,freelance,45,80.0,6000.0,0.0,1000,1931
0,9,owner,36,24,married,no_rec,fixed,45,140.0,9000.0,0.0,1000,1100
0,1,parents,60,22,single,no_rec,fixed,35,90.0,0.0,0.0,1250,1590
1,0,parents,36,30,single,no_rec,other,45,32.0,0.0,0.0,650,750
0,1,owner,24,33,married,no_rec,fixed,45,130.0,3000.0,0.0,800,1465
0,17,owner,24,50,married,no_rec,freelance,60,285.0,22000.0,700.0,500,1321
0,0,parents,36,19,single,no_rec,partime,35,75.0,0.0,0.0,1450,1473
0,5,owner,36,26,married,yes_rec,freelance,45,150.0,7000.0,0.0,1500,2588
0,12,owner,60,28,single,yes_rec,fixed,35,172.0,3000.0,2000.0,950,1184
1,1,rent,36,23,married,no_rec,freelance,75,300.0,0.0,0.0,400,700
0,3,parents,60,26,single,yes_rec,fixed,35,73.0,0.0,0.0,650,1200
0,20,owner,60,51,married,no_rec,fixed,60,165.0,3500.0,0.0,500,625
1,3,owner,36,38,married,no_rec,freelance,90,300.0,3000.0,0.0,1200,1881
0,14,rent,60,30,married,yes_rec,fixed,67,217.0,0.0,0.0,1800,1807
1,0,0,60,41,married,yes_rec,fixed,105,0.0,0.0,0.0,1000,2750
0,3,priv,60,29,married,no_rec,fixed,60,90.0,2000.0,0.0,1650,1800
0,4,parents,36,28,married,no_rec,fixed,45,100.0,0.0,0.0,1000,2343
0,0,owner,48,38,married,no_rec,fixed,75,217.0,3500.0,0.0,1400,1689
1,7,owner,48,29,married,no_rec,fixed,60,62.0,4000.0,0.0,984,984
0,4,rent,6,28,married,no_rec,fixed,66,60.0,0.0,0.0,200,1566
0,16,owner,60,32,married,no_rec,fixed,60,117.0,1100.0,80.0,1400,1833
1,2,rent,48,22,single,no_rec,fixed,42,73.0,0.0,0.0,940,1127
1,2,parents,48,30,single,no_rec,fixed,35,86.0,0.0,0.0,900,1127
1,11,owner,48,30,married,no_rec,fixed,75,67.0,3000.0,2040.0,1000,1093
0,30,owner,36,53,married,no_rec,fixed,75,165.0,5000.0,0.0,900,900
1,2,priv,60,28,married,yes_rec,fixed,75,166.0,6000.0,0.0,1500,1599
1,5,0,48,22,single,no_rec,fixed,35,82.0,0.0,0.0,480,1910
1,1,rent,36,24,married,no_rec,freelance,44,90.0,0.0,0.0,1050,1493
1,1,rent,60,52,separated,yes_rec,fixed,68,327.0,0.0,0.0,700,819
0,8,owner,60,34,married,no_rec,fixed,75,145.0,3000.0,1800.0,1500,1703
0,20,rent,36,39,married,no_rec,freelance,95,202.0,0.0,0.0,600,1461
0,4,owner,60,30,married,no_rec,partime,45,150.0,4000.0,2800.0,1400,1763
0,5,rent,36,46,married,no_rec,fixed,82,223.0,0.0,0.0,450,650
0,3,parents,36,52,married,yes_rec,fixed,60,325.0,0.0,0.0,400,1700
0,10,owner,60,52,married,no_rec,fixed,60,143.0,5500.0,0.0,1300,1661
0,10,rent,60,36,married,no_rec,fixed,85,100.0,0.0,0.0,850,1150
0,11,owner,12,25,married,no_rec,fixed,45,124.0,2500.0,1000.0,800,1602
0,22,rent,48,46,married,no_rec,fixed,86,110.0,0.0,0.0,1150,1528
1,0,0,48,45,married,no_rec,freelance,75,120.0,0.0,0.0,900,964
0,25,owner,60,53,married,no_rec,fixed,60,107.0,4000.0,0.0,800,932
1,2,0,60,22,single,no_rec,fixed,35,83.0,0.0,0.0,1400,1430
0,0,0,36,50,married,no_rec,partime,60,162.0,20000.0,0.0,1000,1615
1,0,owner,48,52,married,yes_rec,other,90,245.0,3850.0,2432.0,1520,1670
0,12,priv,60,47,married,no_rec,fixed,60,243.0,8500.0,0.0,1850,1890
0,4,rent,60,27,single,no_rec,fixed,43,76.0,0.0,0.0,650,1070
0,12,owner,18,35,married,no_rec,fixed,60,400.0,6000.0,0.0,200,2225
0,0,parents,48,21,single,no_rec,partime,35,106.0,5000.0,0.0,500,1131
0,22,owner,36,44,married,no_rec,fixed,75,120.0,7000.0,0.0,650,1852
1,3,parents,60,32,single,no_rec,fixed,35,122.0,0.0,0.0,2000,2050
0,1,rent,36,34,divorced,no_rec,fixed,43,80.0,0.0,0.0,700,700
0,14,priv,60,36,married,no_rec,fixed,60,120.0,4000.0,1500.0,1500,1540
0,10,rent,48,36,married,no_rec,fixed,80,200.0,0.0,0.0,978,1338
0,13,rent,60,36,married,no_rec,fixed,79,191.0,4000.0,700.0,1000,1209
0,1,rent,60,24,married,no_rec,fixed,52,67.0,0.0,0.0,800,1137
1,3,owner,36,26,single,no_rec,freelance,35,0.0,60000.0,3000.0,800,1000
0,5,rent,12,35,married,yes_rec,freelance,96,210.0,0.0,0.0,300,700
